,index,budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,cast,director
3087,3087,0,Adventure Drama Action Family,29339,en,Nicholas Nickleby,5.099923,"[{""name"": ""United Artists Corporation"", ""id"": 8213}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}, {""name"": ""Potboiler Productions"", ""id"": 36615}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-27,0,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nicholas Nickleby,6.8,49,Charlie Hunnam Nathan Lane Jim Broadbent Christopher Plummer Jamie Bell,Douglas McGrath
3088,3088,20000000,Thriller Crime Drama,68812,en,The Iceman,19.494703,"[{""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-01,1969193,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Iceman,6.4,365,Michael Shannon Winona Ryder Ray Liotta Chris Evans David Schwimmer,Ariel Vromen
3089,3089,0,Action Science Fiction,32740,hi,कृष,3.759988,[],[],2006-06-23,0,154,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,Krrish,5.5,46,Hrithik Roshan Naseeruddin Shah Priyanka Chopra Rekha Sharat Saxena,Rakesh Roshan
3090,3090,10000000,Thriller Comedy Crime,14195,en,Cecil B. Demented,4.1760660000000005,"[{""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Artic Productions LLC"", ""id"": 5359}, {""name"": ""Polar Entertainment Corporation"", ""id"": 62072}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-17,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Cecil B. Demented,6.2,51,Melanie Griffith Stephen Dorff Alicia Witt Adrian Grenier Lawrence Gilliard Jr.,John Waters
3091,3091,10000000,Crime Drama Thriller,73567,en,Killer Joe,16.436177999999998,"[{""name"": ""Voltage pictures"", ""id"": 6633}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""ANA Media"", ""id"": 21817}, {""name"": ""Picture Perfect (I)"", ""id"": 37833}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-10,3665069,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Killer Joe,6.5,425,Matthew McConaughey Emile Hirsch Thomas Haden Church Gina Gershon Juno Temple,William Friedkin
3092,3092,10000000,Comedy Drama,41479,en,The Joneses,14.979375,"[{""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Premiere Picture"", ""id"": 3870}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-13,7022728,96,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Joneses,6.1,210,David Duchovny Demi Moore Amber Heard Benjamin Hollingsworth Lauren Hutton,Derrick Borte
3093,3093,0,Crime Drama Thriller,15394,en,Owning Mahowny,8.045488,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Ontario Film and Television Tax Credit (OFTTC)"", ""id"": 54606}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2003-05-02,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Owning Mahowny,6.8,37,Philip Seymour Hoffman Minnie Driver John Hurt Maury Chaykin Ian Tracey,Richard Kwietniowski
3094,3094,0,Comedy,10071,en,The Brothers Solomon,8.312153,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carsey-Werner Company"", ""id"": 3215}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-07,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Brothers Solomon,4.9,46,Will Arnett Will Forte Kristen Wiig Chi McBride Lee Majors,Bob Odenkirk
3095,3095,10000000,Drama Romance,1989,en,My Blueberry Nights,10.733761,"[{""name"": ""Block 2 Pictures"", ""id"": 539}, {""name"": ""Jet Tone Production"", ""id"": 540}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Lou Yi Inc."", ""id"": 839}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2007-05-16,21786738,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,My Blueberry Nights,6.0,190,Norah Jones Jude Law Natalie Portman David Strathairn Rachel Weisz,Wong Kar-wai
3096,3096,0,Drama,91076,en,Illuminata,0.111313,"[{""name"": ""Overseas FilmGroup"", ""id"": 888}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Sogepaq"", ""id"": 11955}, {""name"": ""CDI"", ""id"": 13367}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1998-05-21,0,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Illuminata,6.3,7,John Turturro Christopher Walken Susan Sarandon Rufus Sewell Beverly D'Angelo,John Turturro
3097,3097,10000000,Comedy Romance,12779,en,Swept Away,4.570043,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""SKA Films"", ""id"": 13419}, {""name"": ""Codi S.p.a."", ""id"": 57736}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-10-11,598645,89,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Swept Away,4.8,50,Madonna Adriano Giannini Bruce Greenwood Elizabeth Banks Michael Beattie,Guy Ritchie
3098,3098,5000000,Action Adventure Comedy Thriller,13191,en,"War, Inc.",6.265658999999999,[],"[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}]",2008-04-28,1296184,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"War, Inc.",5.6,86,John Cusack Hilary Duff Marisa Tomei Joan Cusack Dan Aykroyd,Joshua Seftel
3099,3099,0,Action Comedy,11770,cn,少林足球,17.54768,"[{""name"": ""Star Overseas"", ""id"": 3477}, {""name"": ""Universe Entertainment"", ""id"": 20543}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2001-07-12,42776760,113,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Shaolin Soccer,6.6,491,Stephen Chow Ng Man-Tat Patrick Tse Yin Zhao Wei Wong Yat-Fei,Stephen Chow
3100,3100,10000000,Drama,12703,en,The Brown Bunny,3.4121620000000004,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Kin\u00e9tique Inc."", ""id"": 21741}, {""name"": ""Vincent Gallo Productions"", ""id"": 23756}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-27,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The Brown Bunny,5.5,62,Vincent Gallo Chlo\u00eb Sevigny Cheryl Tiegs Elizabeth Blake Anna Vareschi,Vincent Gallo
3101,3101,0,Comedy Crime Thriller,64559,fr,Rien ne va plus,0.6279640000000001,"[{""name"": ""Rh\u00f4ne-Alpes Cin\u00e9ma"", ""id"": 1666}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""T\u00e9l\u00e9vision Suisse-Romande (TSR)"", ""id"": 8453}, {""name"": ""MK2 Productions"", ""id"": 9209}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}]",1997-10-15,0,105,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,The Swindle,6.4,5,Michel Serrault Isabelle Huppert Fran\u00e7ois Cluzet Jean-Fran\u00e7ois Balmer,Claude Chabrol
3102,3102,0,Drama,222649,en,Rosewater,5.75555,"[{""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""Busboy Productions"", ""id"": 8290}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-11-07,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Rosewater,6.5,98,Gael Garc\u00eda Bernal Shohreh Aghdashloo Jason Jones Haluk Bilginer Nasser Faris,Jon Stewart
3103,3103,0,Drama,115872,en,La femme de chambre du Titanic,1.031142,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",1997-10-10,0,100,"[{""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Chambermaid on the Titanic,5.3,3,Olivier Martinez Aitana S\u00e1nchez-Gij\u00f3n Romane Bohringer Didier Bezace,Bigas Luna
3104,3104,7700000,Drama Thriller,101173,en,Coriolanus,7.554799000000001,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Synchronistic Pictures"", ""id"": 1260}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Atlantic Swiss Productions"", ""id"": 22310}, {""name"": ""Hermetof Pictures"", ""id"": 23558}, {""name"": ""Magna Films"", ""id"": 23559}, {""name"": ""Kalkronkie"", ""id"": 23560}, {""name"": ""Artemis Films"", ""id"": 23561}, {""name"": ""Lonely Dragon"", ""id"": 23563}, {""name"": ""Magnolia Mae Films"", ""id"": 44091}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""CS"", ""name"": ""Serbia and Montenegro""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-02-14,1072602,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Coriolanus,5.9,131,Gerard Butler Ralph Fiennes Lubna Azabal Ashraf Barhom Jessica Chastain,Ralph Fiennes
3105,3105,10000000,Comedy Drama,25350,en,Imaginary Heroes,2.85283,"[{""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)"", ""id"": 19951}, {""name"": ""QI Quality International GmbH & Co. KG"", ""id"": 19952}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-14,0,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Imaginary Heroes,6.3,29,Sigourney Weaver Ryan Donowho Emile Hirsch Jeff Daniels Michelle Williams,Dan Harris
3106,3106,0,Action Crime Comedy,10034,en,High Heels and Low Lifes,1.769593,"[{""name"": ""Fragile Films"", ""id"": 2651}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-16,0,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,High Heels and Low Lifes,6.4,12,Minnie Driver Mary McCormack Kevin McNally Danny Dyer Michael Gambon,Mel Smith
3107,3107,10000000,Comedy Romance,20178,en,World's Greatest Dad,9.805551,"[{""name"": ""Magnolia Pictures"", ""id"": 1030}, {""name"": ""Jerkschool Productions"", ""id"": 7357}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-20,295750,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,World's Greatest Dad,6.5,177,Robin Williams Alexie Gilmore Daryl Sabara Geoff Pierson Henry Simmons,Bobcat Goldthwait
3108,3108,0,Horror Comedy Thriller,5072,en,Severance,12.898984,"[{""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""Dan Films"", ""id"": 1854}, {""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""N1 European Film Produktions GmbH & Co. KG"", ""id"": 8874}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",2006-05-19,0,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Severance,6.4,169,Danny Dyer Laura Harris Toby Stephens Tim McInnerny Babou Ceesay,Christopher Smith
3109,3109,10000000,Drama Thriller,18191,en,Edmond,2.803642,"[{""name"": ""First Independent Pictures"", ""id"": 3521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-31,0,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Edmond,6.0,50,William H. Macy Joe Mantegna Denise Richards Mena Suvari Bokeem Woodbine,Stuart Gordon
3110,3110,0,Drama,31007,en,Welcome to the Rileys,6.085879,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Argonaut Pictures"", ""id"": 54860}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-29,42145,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the Rileys,6.4,139,Kristen Stewart James Gandolfini Melissa Leo Joe Chrest Ally Sheedy,Jake Scott
3111,3111,0,Comedy Crime,11546,en,Police Academy: Mission to Moscow,11.946898,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-09,126247,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Police Academy: Mission to Moscow,4.1,178,George Gaynes G. W. Bailey Leslie Easterbrook Michael Winslow David Graf,Alan Metter
3112,3112,0,Drama Crime,41894,en,Blood Done Sign My Name,0.397341,[],[],2010-02-01,0,0,[],Released,Blood Done Sign My Name,6.0,5,Natalie Alyn Lind Michael Rooker Emily Alyn Lind Omar Benson Miller Lee Norris,Jeb Stuart
3113,3113,10000000,War History Drama,184374,es,Cinco de Mayo: La Batalla,0.072085,"[{""name"": ""Estudios Churubusco Azteca"", ""id"": 5153}, {""name"": ""Gala Films"", ""id"": 23133}, {""name"": ""Gobierno del Estado de Puebla"", ""id"": 56358}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2013-05-03,0,125,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Cinco de Mayo: La Batalla,5.8,14,Christian Vazquez Liz Gallardo Ang\u00e9lica Arag\u00f3n Kuno Becker Gin\u00e9s Garc\u00eda Mill\u00e1n,Rafa Lara
3114,3114,10000000,Comedy Family Romance,268171,en,Elsa & Fred,2.849895,"[{""name"": ""Riverside Entertainment"", ""id"": 5621}, {""name"": ""Rio Negro"", ""id"": 10630}, {""name"": ""Media House Capital"", ""id"": 13235}, {""name"": ""Cuatro Plus Films"", ""id"": 22868}, {""name"": ""Defiant Pictures"", ""id"": 22869}, {""name"": ""Creative Andina"", ""id"": 22870}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-07,0,104,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Elsa & Fred,6.2,31,Shirley MacLaine Christopher Plummer Chris Noth Marcia Gay Harden Scott Bakula,Michael Radford
3115,3115,10000000,Comedy,78149,en,"An Alan Smithee Film: Burn, Hollywood, Burn",0.666218,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-02-20,45779,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9,Jackie Chan Sylvester Stallone Whoopi Goldberg Eric Idle Ryan O'Neal,Alan Smithee
3116,3116,0,Comedy Drama Romance,24663,en,The Open Road,1.388136,[],[],2009-02-07,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,The Open Road,4.8,19,Justin Timberlake Jeff Bridges Kate Mara Harry Dean Stanton Mary Steenburgen,Michael Meredith
3117,3117,3200000,Comedy Romance,39037,en,The Good Guy,2.631688,"[{""name"": ""Belladonna Productions"", ""id"": 2341}, {""name"": ""Whitest Pouring Films"", ""id"": 26127}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-25,0,90,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The Good Guy,5.4,59,Alexis Bledel Colin Egglesfield Anna Chlumsky Andrew McCarthy Scott Porter,Julio DePietro
3118,3118,0,Comedy Drama,22805,en,Motherhood,10.955567,"[{""name"": ""John Wells Productions"", ""id"": 1512}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-21,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Motherhood,4.7,44,Uma Thurman Minnie Driver Anthony Edwards David Schallipp Matthew Schallipp,Katherine Dieckmann
3119,3119,0,Drama Family,39055,en,Free Style,0.122874,"[{""name"": ""Rigel Entertainment"", ""id"": 5221}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2008-12-24,140987,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Free Style,5.8,4,Corbin Bleu Sandra Echeverr\u00eda Madison Pettis,William Dear
3120,3120,10000000,Drama Thriller,245846,en,Strangerland,5.1456550000000005,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2015-07-01,17472,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Strangerland,5.1,83,Nicole Kidman Joseph Fiennes Hugo Weaving Lisa Flanagan Megan Alston,Kim Farrant
3121,3121,10000000,Comedy,25186,en,Janky Promoters,1.728816,"[{""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-16,9069,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Janky Promoters,7.0,5,Ice Cube Mike Epps Young Jeezy Darris Love Julio Oscar Mechoso,Marcus Raboy
3122,3122,10000000,Comedy Romance,15017,en,Blonde Ambition,3.064563,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-21,0,93,"[{""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Blonde Ambition,3.9,29,Jessica Simpson Luke Wilson Rachael Leigh Cook Penelope Ann Miller Andy Dick,Scott Marshall Smith
3123,3123,14100000,Crime Mystery Thriller,12245,en,The Oxford Murders,9.318033,"[{""name"": ""La Fabrique de Films"", ""id"": 2673}, {""name"": ""Telecinco Cinema"", ""id"": 2674}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-01-18,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Oxford Murders,5.7,188,Elijah Wood John Hurt Leonor Watling Julie Cox Jim Carter,\u00c1lex de la Iglesia
3124,3124,0,Drama Horror Thriller,49787,en,The Reef,7.245108,"[{""name"": ""Lightning Entertainment"", ""id"": 3256}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Screen NSW"", ""id"": 10951}, {""name"": ""ProdigyMovies"", ""id"": 22897}, {""name"": ""Mysterious Light"", ""id"": 22898}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2010-05-15,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,The Reef,5.4,130,Adrienne Pickering Zoe Naylor Gyton Grantley Damian Walshe-Howling Kieran Darcy-Smith,Andrew Traucki
3125,3125,0,Comedy Drama,16358,en,Eulogy,9.085482,"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Eulogy Productions LLC"", ""id"": 25918}, {""name"": ""Ovation Entertainment"", ""id"": 25919}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-15,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Eulogy,6.4,34,Hank Azaria Jesse Bradford Zooey Deschanel Glenne Headly Famke Janssen,Michael Clancy
